ID,uDay,uTime,uName,uTeacher,Day,Time,Name,Status,SignTime,dtStart,dtEnd,dtSignTime,Link
november25thursday4:30pm-5:15pmhatha(e),Thursday25,4:30pm-5:15pm,Hatha (E),Katherine B.,,,,,,2021-11-25 16:30:00,2021-11-25 17:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417078/11/25/2021
november25thursday4:45pm-5:30pmspeed&power(e)â°,Thursday25,4:45pm-5:30pm,Speed & Power (E) Â°,Franchesca  W.,,,,,,2021-11-25 16:45:00,2021-11-25 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410373/11/25/2021
november25thursday5:00pm-6:00pmmachineorientation,Thursday25,5:00pm-6:00pm,Machine Orientation,Staff,,,,,,2021-11-25 17:00:00,2021-11-25 18:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12502846/11/25/2021
november25thursday5:30pm-6:30pmsweat&surrender(e),Thursday25,5:30pm-6:30pm,Sweat & Surrender (E),Katherine B.,,,,,,2021-11-25 17:30:00,2021-11-25 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417815/11/25/2021
november25thursday5:30pm-6:30pmaquabootcamp(e),Thursday25,5:30pm-6:30pm,Aqua Bootcamp (E),Mary S.,,,,,,2021-11-25 17:30:00,2021-11-25 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12507869/11/25/2021
november25thursday5:45pm-6:45pmmovatibarrephysique(e),Thursday25,5:45pm-6:45pm,Movati Barre Physique (E),Aida C.,,,,,,2021-11-25 17:45:00,2021-11-25 18:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414402/11/25/2021
november25thursday6:45pm-7:45pmzumbaâ®(e),Thursday25,6:45pm-7:45pm,ZumbaÂ® (E),Samantha  B.(sub for Tova  D.),,,,,,2021-11-25 18:45:00,2021-11-25 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413398/11/25/2021
november25thursday6:45pm-7:30pmmeditation(e),Thursday25,6:45pm-7:30pm,Meditation (E),Katherine B.,,,,,,2021-11-25 18:45:00,2021-11-25 19:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417819/11/25/2021
november25thursday7:00pm-8:00pmmovatistrong($),Thursday25,7:00pm-8:00pm,Movati Strong ($),Sim S.,,,,,,2021-11-25 19:00:00,2021-11-25 20:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12467661/11/25/2021
november26friday6:15am-7:15amsweat&surrender(e),Friday26,6:15am-7:15am,Sweat & Surrender (E),Sue J.,,,,,,2021-11-26 06:15:00,2021-11-26 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417825/11/26/2021
"november26friday9:00am-10:00amcore,balance&stretch(e)",Friday26,9:00am-10:00am,"Core, Balance & Stretch (E)",Elena  T.,,,,,,2021-11-26 09:00:00,2021-11-26 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12417814/11/26/2021
november26friday9:15am-10:15amspeed&power(e)â°,Friday26,9:15am-10:15am,Speed & Power (E) Â°,Peter C.,,,,,,2021-11-26 09:15:00,2021-11-26 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343926/11/26/2021
november26friday9:30am-10:30ammovatibarrephysique(e),Friday26,9:30am-10:30am,Movati Barre Physique (E),Alanna  W.,,,,,,2021-11-26 09:30:00,2021-11-26 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343068/11/26/2021
november26friday9:45am-10:30amaquabootcamp(e),Friday26,9:45am-10:30am,Aqua Bootcamp (E),Denise R.,,,,,,2021-11-26 09:45:00,2021-11-26 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12473347/11/26/2021
november26friday10:00am-11:00ammovatistrong($),Friday26,10:00am-11:00am,Movati Strong ($),Cassidy T.,,,,,,2021-11-26 10:00:00,2021-11-26 11:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12430650/11/26/2021
november26friday10:15am-11:15amfundamentalfitness(b),Friday26,10:15am-11:15am,Fundamental Fitness (B),Jeff T.,,,,,,2021-11-26 10:15:00,2021-11-26 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413406/11/26/2021
november26friday10:30am-11:30ampilates(e),Friday26,10:30am-11:30am,Pilates (E),Gillian L.,,,,,,2021-11-26 10:30:00,2021-11-26 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12460219/11/26/2021
november26friday12:10pm-12:50pmtabata(i/a),Friday26,12:10pm-12:50pm,Tabata (I/A),Elena  T.,11/26/2021,12:10pm - 12:50pm,Tabata (I/A),TBO,11/23/2021 11:10:00,2021-11-26 12:10:00,2021-11-26 12:50:00,2021-11-23 11:10:00,https://api.groupexpro.com/gxp/reservations/start/index/12413408/11/26/2021
november26friday12:10pm-12:50pmcorechallenge(e),Friday26,12:10pm-12:50pm,Core Challenge (E),Jenn D.,11/26/2021,12:10pm - 12:50pm,Core Challenge (E),TBO,11/23/2021 11:10:00,2021-11-26 12:10:00,2021-11-26 12:50:00,2021-11-23 11:10:00,https://api.groupexpro.com/gxp/reservations/start/index/12414475/11/26/2021
november26friday12:10pm-12:50pmspeed&power(e)â°,Friday26,12:10pm-12:50pm,Speed & Power (E) Â°,Sheri-Lynn D.,,,,,,2021-11-26 12:10:00,2021-11-26 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457298/11/26/2021
november26friday12:10pm-1:00pmhatha(e),Friday26,12:10pm-1:00pm,Hatha (E),Emma B.,,,,,,2021-11-26 12:10:00,2021-11-26 13:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12500168/11/26/2021
november26friday5:00pm-6:00pmpower&flow(i/a)hot,Friday26,5:00pm-6:00pm,Power & Flow (I/A) Hot,Angela T.,,,,,,2021-11-26 17:00:00,2021-11-26 18:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12465010/11/26/2021
november26friday5:30pm-6:30pmspeed&power(e)â°,Friday26,5:30pm-6:30pm,Speed & Power (E) Â°,Nick Van L.,,,,,,2021-11-26 17:30:00,2021-11-26 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343937/11/26/2021
november26friday5:30pm-6:30pmstep&sculpt(i/a),Friday26,5:30pm-6:30pm,Step & Sculpt (I/A),Michaela D.,,,,,,2021-11-26 17:30:00,2021-11-26 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413415/11/26/2021
november26friday6:15pm-7:15pmyin(e)hot,Friday26,6:15pm-7:15pm,Yin (E) Hot,Angela T.,,,,,,2021-11-26 18:15:00,2021-11-26 19:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12465015/11/26/2021
november26friday6:45pm-7:45pmzumbaâ®(e),Friday26,6:45pm-7:45pm,ZumbaÂ® (E),Lucy  L.,,,,,,2021-11-26 18:45:00,2021-11-26 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413417/11/26/2021
november27saturday9:00am-10:00amstep(i/a),Saturday27,9:00am-10:00am,Step (I/A),Sophia P.,,,,,,2021-11-27 09:00:00,2021-11-27 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413707/11/27/2021
november27saturday9:00am-10:00amaquabootcamp(e),Saturday27,9:00am-10:00am,Aqua Bootcamp (E),Julie H.,,,,,,2021-11-27 09:00:00,2021-11-27 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414531/11/27/2021
november27saturday9:00am-10:00amhatha(e),Saturday27,9:00am-10:00am,Hatha (E),Brett B.,,,,,,2021-11-27 09:00:00,2021-11-27 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12430746/11/27/2021
november27saturday9:15am-10:15ambodysculpt(e),Saturday27,9:15am-10:15am,Body Sculpt (E),Rachel F.,,,,,,2021-11-27 09:15:00,2021-11-27 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414350/11/27/2021
november27saturday9:15am-10:15amspeed&power(e)â°,Saturday27,9:15am-10:15am,Speed & Power (E) Â°,Sheri-Lynn D.,,,,,,2021-11-27 09:15:00,2021-11-27 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457400/11/27/2021
november27saturday10:15am-11:15amcanceled:bootcamp(e),Saturday27,10:15am-11:15am,CANCELED: Boot Camp (E),Franchesca  W.,,,,,,2021-11-27 10:15:00,2021-11-27 11:15:00,,
november27saturday10:15am-11:15ampower&flow(i/a),Saturday27,10:15am-11:15am,Power & Flow (I/A),Brett B.,,,,,,2021-11-27 10:15:00,2021-11-27 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12430752/11/27/2021
november27saturday10:30am-11:15amspeed&power(e)â°,Saturday27,10:30am-11:15am,Speed & Power (E) Â°,Rachel F.,,,,,,2021-11-27 10:30:00,2021-11-27 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410387/11/27/2021
november27saturday10:30am-11:30ammovatibarrephysique(e),Saturday27,10:30am-11:30am,Movati Barre Physique (E),Aida C.,,,,,,2021-11-27 10:30:00,2021-11-27 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414368/11/27/2021
november27saturday11:30am-12:30pmzumbaâ®(e),Saturday27,11:30am-12:30pm,ZumbaÂ® (E),Stewart  T.,,,,,,2021-11-27 11:30:00,2021-11-27 12:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413731/11/27/2021
november27saturday12:00pm-1:00pmsweat&surrender(e)hot,Saturday27,12:00pm-1:00pm,Sweat & Surrender (E) Hot,Emma B.,,,,,,2021-11-27 12:00:00,2021-11-27 13:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12500170/11/27/2021
november28sunday9:00am-10:00amhatha(e),Sunday28,9:00am-10:00am,Hatha (E),Angela T.,,,,,,2021-11-28 09:00:00,2021-11-28 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464948/11/28/2021
november28sunday9:15am-10:15amspeed&power(e)â°,Sunday28,9:15am-10:15am,Speed & Power (E) Â°,Peter C.,,,,,,2021-11-28 09:15:00,2021-11-28 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343941/11/28/2021
november28sunday10:00am-11:00amzumbaâ®(e),Sunday28,10:00am-11:00am,ZumbaÂ® (E),Lucy  L.,,,,,,2021-11-28 10:00:00,2021-11-28 11:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414499/11/28/2021
november28sunday10:15am-11:15ampower&flow(i/a),Sunday28,10:15am-11:15am,Power & Flow (I/A),Angela T.,,,,,,2021-11-28 10:15:00,2021-11-28 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464955/11/28/2021
november28sunday10:30am-11:30amzumbaâ®(e),Sunday28,10:30am-11:30am,ZumbaÂ® (E),Aida C.,,,,,,2021-11-28 10:30:00,2021-11-28 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413747/11/28/2021
november28sunday4:00pm-5:00pmpower&flow(i/a),Sunday28,4:00pm-5:00pm,Power & Flow (I/A),Nick Van L.,,,,,,2021-11-28 16:00:00,2021-11-28 17:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464085/11/28/2021
november28sunday5:15pm-6:15pmhatha(e),Sunday28,5:15pm-6:15pm,Hatha (E),Melanie Van L.,,,,,,2021-11-28 17:15:00,2021-11-28 18:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464087/11/28/2021
november29monday6:15am-7:15amhatha(e),Monday29,6:15am-7:15am,Hatha (E),Melanie Van L.,,,,,,2021-11-29 06:15:00,2021-11-29 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343823/11/29/2021
november29monday6:15am-7:15ambodysculpt(e),Monday29,6:15am-7:15am,Body Sculpt (E),Mychel H.,,,,,,2021-11-29 06:15:00,2021-11-29 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12433324/11/29/2021
november29monday9:00am-10:00amaquabootcamp(e),Monday29,9:00am-10:00am,Aqua Bootcamp (E),Laurinda L.,,,,,,2021-11-29 09:00:00,2021-11-29 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413386/11/29/2021
november29monday9:00am-10:00amsweat&surrender(e),Monday29,9:00am-10:00am,Sweat & Surrender (E),Aura C.,,,,,,2021-11-29 09:00:00,2021-11-29 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416326/11/29/2021
november29monday9:30am-10:15amrockbottom(e),Monday29,9:30am-10:15am,Rock Bottom (E),Elena  T.,,,,,,2021-11-29 09:30:00,2021-11-29 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12510254/11/29/2021
november29monday9:30am-10:30am20-20-20(e),Monday29,9:30am-10:30am,20-20-20 (E),Sheri-Lynn D.,,,,,,2021-11-29 09:30:00,2021-11-29 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12533258/11/29/2021
november29monday10:15am-11:15amhatha(e),Monday29,10:15am-11:15am,Hatha (E),Aura C.,,,,,,2021-11-29 10:15:00,2021-11-29 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416327/11/29/2021
november29monday10:45am-11:30amaquabootcamp(e),Monday29,10:45am-11:30am,Aqua Bootcamp (E),Denise R.,,,,,,2021-11-29 10:45:00,2021-11-29 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12473334/11/29/2021
november29monday10:45am-11:45ambootcamp(e),Monday29,10:45am-11:45am,Boot Camp (E),Elena  T.,,,,,,2021-11-29 10:45:00,2021-11-29 11:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12510259/11/29/2021
november29monday12:10pm-12:50pmspeed&power(e)â°,Monday29,12:10pm-12:50pm,Speed & Power (E) Â°,Jennifer H.,,,,,,2021-11-29 12:10:00,2021-11-29 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410344/11/29/2021
november29monday12:10pm-12:50pmmovatiintervals(e),Monday29,12:10pm-12:50pm,Movati Intervals (E),Elena  T.,,,,,,2021-11-29 12:10:00,2021-11-29 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410525/11/29/2021
november29monday12:10pm-12:50pmpilates(e),Monday29,12:10pm-12:50pm,Pilates (E),Gillian L.,,,,,,2021-11-29 12:10:00,2021-11-29 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12446298/11/29/2021
november29monday4:00pm-5:00pmhothatha(e),Monday29,4:00pm-5:00pm,Hot Hatha (E),Jaqueline C.,,,,,,2021-11-29 16:00:00,2021-11-29 17:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416333/11/29/2021
november29monday4:45pm-5:30pmspeed&power(e)â°,Monday29,4:45pm-5:30pm,Speed & Power (E) Â°,Siobhan D.,,,,,,2021-11-29 16:45:00,2021-11-29 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410354/11/29/2021
november29monday5:15pm-6:15pmessentials(b)hot,Monday29,5:15pm-6:15pm,Essentials (B) Hot,Jaqueline C.,,,,,,2021-11-29 17:15:00,2021-11-29 18:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416335/11/29/2021
november29monday5:30pm-6:30pmbootcamp(e),Monday29,5:30pm-6:30pm,Boot Camp (E),Nick Van L.,,,,,,2021-11-29 17:30:00,2021-11-29 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410538/11/29/2021
november29monday5:30pm-6:30pmaquabootcamp(e),Monday29,5:30pm-6:30pm,Aqua Bootcamp (E),Julie H.,,,,,,2021-11-29 17:30:00,2021-11-29 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414508/11/29/2021
november29monday5:45pm-6:45pmzumbaâ®(e),Monday29,5:45pm-6:45pm,ZumbaÂ® (E),Aida C.,,,,,,2021-11-29 17:45:00,2021-11-29 18:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413787/11/29/2021
november29monday6:30pm-7:45pmsweat&surrender(e)hot,Monday29,6:30pm-7:45pm,Sweat & Surrender (E) Hot,Trisha M.,,,,,,2021-11-29 18:30:00,2021-11-29 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12534202/11/29/2021
november29monday6:45pm-7:45pmzumbaâ®(e),Monday29,6:45pm-7:45pm,ZumbaÂ® (E),Tova  D.,,,,,,2021-11-29 18:45:00,2021-11-29 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410543/11/29/2021
november29monday7:00pm-8:00pmbodysculpt(e),Monday29,7:00pm-8:00pm,Body Sculpt (E),Sheri-Lynn D.,,,,,,2021-11-29 19:00:00,2021-11-29 20:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457410/11/29/2021
november29monday8:00pm-9:00pmhothatha(e),Monday29,8:00pm-9:00pm,Hot Hatha (E),Brett B.,,,,,,2021-11-29 20:00:00,2021-11-29 21:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12430764/11/29/2021
november30tuesday6:15am-7:15ammovatiintervals(e),Tuesday30,6:15am-7:15am,Movati Intervals (E),Erica Z.,,,,,,2021-11-30 06:15:00,2021-11-30 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343039/11/30/2021
november30tuesday6:15am-7:15amspeed&power(e)â°,Tuesday30,6:15am-7:15am,Speed & Power (E) Â°,Jennifer H.,,,,,,2021-11-30 06:15:00,2021-11-30 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410356/11/30/2021
november30tuesday9:00am-10:00amaquabootcamp(e),Tuesday30,9:00am-10:00am,Aqua Bootcamp (E),Laurinda L.,,,,,,2021-11-30 09:00:00,2021-11-30 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12455507/11/30/2021
november30tuesday9:00am-10:00amessentials(b),Tuesday30,9:00am-10:00am,Essentials (B),Dorothy G.,,,,,,2021-11-30 09:00:00,2021-11-30 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12515577/11/30/2021
november30tuesday9:15am-10:15amspeed&power(e)â°,Tuesday30,9:15am-10:15am,Speed & Power (E) Â°,Sheri-Lynn D.,,,,,,2021-11-30 09:15:00,2021-11-30 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12483201/11/30/2021
november30tuesday9:30am-10:30ambodysculpt(e),Tuesday30,9:30am-10:30am,Body Sculpt (E),Elena  T.,,,,,,2021-11-30 09:30:00,2021-11-30 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12403522/11/30/2021
november30tuesday10:15am-11:15ampilates(e),Tuesday30,10:15am-11:15am,Pilates (E),Gillian L.,,,,,,2021-11-30 10:15:00,2021-11-30 11:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12460225/11/30/2021
november30tuesday10:30am-11:30amzumbaâ®(e),Tuesday30,10:30am-11:30am,ZumbaÂ® (E),Tova  D.,,,,,,2021-11-30 10:30:00,2021-11-30 11:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413839/11/30/2021
november30tuesday12:00pm-1:00pmtrainingforrunningseminar,Tuesday30,12:00pm-1:00pm,Training for Running Seminar,Jenn D.,11/30/2021,12:00pm - 1:00pm,Training for Running Seminar,TBO,11/27/2021 11:00:00,2021-11-30 12:00:00,2021-11-30 13:00:00,2021-11-27 11:00:00,https://api.groupexpro.com/gxp/reservations/start/index/12502860/11/30/2021
november30tuesday12:10pm-12:50pmbootcamp(e),Tuesday30,12:10pm-12:50pm,Boot Camp (E),Elena  T.,,,,,,2021-11-30 12:10:00,2021-11-30 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411555/11/30/2021
november30tuesday12:10pm-12:50pmmovatibarrephysique(e),Tuesday30,12:10pm-12:50pm,Movati Barre Physique (E),Louise  A.,,,,,,2021-11-30 12:10:00,2021-11-30 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12422859/11/30/2021
november30tuesday12:10pm-12:50pmspeed&power(e),Tuesday30,12:10pm-12:50pm,Speed & Power (E),Peter C.,,,,,,2021-11-30 12:10:00,2021-11-30 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12483210/11/30/2021
november30tuesday12:10pm-12:50pmpower&flow(i/a),Tuesday30,12:10pm-12:50pm,Power & Flow (I/A),Katherine B.,,,,,,2021-11-30 12:10:00,2021-11-30 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12535498/11/30/2021
november30tuesday4:30pm-5:15pmmovatiintervals(e),Tuesday30,4:30pm-5:15pm,Movati Intervals (E),Franchesca  W.,,,,,,2021-11-30 16:30:00,2021-11-30 17:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411656/11/30/2021
november30tuesday4:30pm-5:15pmhatha(e),Tuesday30,4:30pm-5:15pm,Hatha (E),Katherine B.,,,,,,2021-11-30 16:30:00,2021-11-30 17:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416397/11/30/2021
november30tuesday4:45pm-5:30pmpilates(e),Tuesday30,4:45pm-5:30pm,Pilates (E),Gillian L.,,,,,,2021-11-30 16:45:00,2021-11-30 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12460250/11/30/2021
november30tuesday5:30pm-6:30pm20-20-20(e),Tuesday30,5:30pm-6:30pm,20-20-20 (E),Sophia P.,,,,,,2021-11-30 17:30:00,2021-11-30 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411674/11/30/2021
november30tuesday5:30pm-6:30pmsweat&surrender(e),Tuesday30,5:30pm-6:30pm,Sweat & Surrender (E),Katherine B.,,,,,,2021-11-30 17:30:00,2021-11-30 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12416400/11/30/2021
november30tuesday5:45pm-6:45pmspeed&power(e)â°,Tuesday30,5:45pm-6:45pm,Speed & Power (E) Â°,Mona M.,,,,,,2021-11-30 17:45:00,2021-11-30 18:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12410362/11/30/2021
november30tuesday6:45pm-7:45pmzumbaâ®(e),Tuesday30,6:45pm-7:45pm,ZumbaÂ® (E),Semi S.,,,,,,2021-11-30 18:45:00,2021-11-30 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12422861/11/30/2021
november30tuesday6:45pm-7:45pmhatha(e),Tuesday30,6:45pm-7:45pm,Hatha (E),Suzan Heitman O.,,,,,,2021-11-30 18:45:00,2021-11-30 19:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12474539/11/30/2021
november30tuesday7:00pm-8:00pmaquaintensity(i),Tuesday30,7:00pm-8:00pm,Aqua Intensity (I),Kassie J.,,,,,,2021-11-30 19:00:00,2021-11-30 20:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12447749/11/30/2021
november30tuesday7:00pm-8:00pmmovatistrong($),Tuesday30,7:00pm-8:00pm,Movati Strong ($),Sim S.,,,,,,2021-11-30 19:00:00,2021-11-30 20:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12467660/11/30/2021
december1wednesday6:15am-7:15amsweat&surrender(e),Wednesday1,6:15am-7:15am,Sweat & Surrender (E),Katherine B.,,,,,,2021-12-01 06:15:00,2021-12-01 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343879/12/01/2021
december1wednesday6:15am-7:15amspeed&power(e)â°,Wednesday1,6:15am-7:15am,Speed & Power (E) Â°,Nick Van L.,,,,,,2021-12-01 06:15:00,2021-12-01 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343883/12/01/2021
december1wednesday6:15am-7:15ambootcamp(e),Wednesday1,6:15am-7:15am,Boot Camp (E),Franchesca  W.,,,,,,2021-12-01 06:15:00,2021-12-01 07:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411742/12/01/2021
"december1wednesday9:00am-10:00amcore,balance&stretch(e)",Wednesday1,9:00am-10:00am,"Core, Balance & Stretch (E)",Elena  T.,,,,,,2021-12-01 09:00:00,2021-12-01 10:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12403525/12/01/2021
december1wednesday9:15am-10:15ammovatibarrephysique(e),Wednesday1,9:15am-10:15am,Movati Barre Physique (E),Siobhan D.,,,,,,2021-12-01 09:15:00,2021-12-01 10:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413876/12/01/2021
december1wednesday9:30am-10:30ambootcamp(e),Wednesday1,9:30am-10:30am,Boot Camp (E),Mychel H.,,,,,,2021-12-01 09:30:00,2021-12-01 10:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12433332/12/01/2021
december1wednesday10:45am-11:45amfundamentalfitness(b),Wednesday1,10:45am-11:45am,Fundamental Fitness (B),Sheri-Lynn D.,,,,,,2021-12-01 10:45:00,2021-12-01 11:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12457417/12/01/2021
december1wednesday12:10pm-12:50pmspeed&power(e)â°,Wednesday1,12:10pm-12:50pm,Speed & Power (E) Â°,Giselle  V.,,,,,,2021-12-01 12:10:00,2021-12-01 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12343889/12/01/2021
december1wednesday12:10pm-12:50pmzumbaâ®(e),Wednesday1,12:10pm-12:50pm,ZumbaÂ® (E),Samantha  B.,,,,,,2021-12-01 12:10:00,2021-12-01 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12411723/12/01/2021
december1wednesday12:10pm-12:50pmmovatibarrephysique(e),Wednesday1,12:10pm-12:50pm,Movati Barre Physique (E),Siobhan D.,,,,,,2021-12-01 12:10:00,2021-12-01 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413889/12/01/2021
december1wednesday12:10pm-12:50pmhatha(e),Wednesday1,12:10pm-12:50pm,Hatha (E),Melanie Van L.,,,,,,2021-12-01 12:10:00,2021-12-01 12:50:00,,https://api.groupexpro.com/gxp/reservations/start/index/12487855/12/01/2021
december1wednesday4:00pm-5:00pmyin(e),Wednesday1,4:00pm-5:00pm,Yin (E),Angela T.,,,,,,2021-12-01 16:00:00,2021-12-01 17:00:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464959/12/01/2021
december1wednesday4:30pm-5:15pmbootcamp(e),Wednesday1,4:30pm-5:15pm,Boot Camp (E),Denise R.,,,,,,2021-12-01 16:30:00,2021-12-01 17:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12531796/12/01/2021
december1wednesday4:45pm-5:30pmmovatibarrephysique(e),Wednesday1,4:45pm-5:30pm,Movati Barre Physique (E),Aida C.,,,,,,2021-12-01 16:45:00,2021-12-01 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413903/12/01/2021
december1wednesday4:45pm-5:30pmspeed&power(e)â°,Wednesday1,4:45pm-5:30pm,Speed & Power (E) Â°,Jeff T.,,,,,,2021-12-01 16:45:00,2021-12-01 17:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12461877/12/01/2021
december1wednesday5:15pm-6:15pmhothatha(e),Wednesday1,5:15pm-6:15pm,Hot Hatha (E),Angela T.,,,,,,2021-12-01 17:15:00,2021-12-01 18:15:00,,https://api.groupexpro.com/gxp/reservations/start/index/12464983/12/01/2021
december1wednesday5:30pm-6:30pmaquaintensity(i),Wednesday1,5:30pm-6:30pm,Aqua Intensity (I),Kassie J.,,,,,,2021-12-01 17:30:00,2021-12-01 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12414519/12/01/2021
december1wednesday5:30pm-6:30pmpowerbarbell(e),Wednesday1,5:30pm-6:30pm,Power Barbell (E),Denise R.,,,,,,2021-12-01 17:30:00,2021-12-01 18:30:00,,https://api.groupexpro.com/gxp/reservations/start/index/12473343/12/01/2021
december1wednesday5:45pm-6:45pmzumbaâ®(e),Wednesday1,5:45pm-6:45pm,ZumbaÂ® (E),Aida C.,,,,,,2021-12-01 17:45:00,2021-12-01 18:45:00,,https://api.groupexpro.com/gxp/reservations/start/index/12413906/12/01/2021
